Match_Id,Team_Batting_Id,Striker_Id,Runs_scored
336000.0,6.0,86.0,19.0
336000.0,6.0,87.0,39.0
336000.0,6.0,88.0,24.0
336000.0,6.0,89.0,17.0
336000.0,6.0,90.0,18.0
336000.0,6.0,91.0,6.0
336000.0,4.0,24.0,1.0
336000.0,4.0,28.0,75.0
336000.0,4.0,26.0,4.0
336000.0,4.0,64.0,15.0
336000.0,4.0,27.0,40.0
336000.0,4.0,92.0,7.0
336000.0,4.0,29.0,10.0
336000.0,4.0,66.0,1.0
336001.0,3.0,17.0,21.0
336001.0,3.0,18.0,13.0
336001.0,3.0,19.0,47.0
336001.0,3.0,21.0,28.0
336001.0,3.0,20.0,65.0
336001.0,2.0,93.0,8.0
336001.0,2.0,7.0,50.0
336001.0,2.0,52.0,53.0
336001.0,2.0,9.0,14.0
336001.0,2.0,11.0,4.0
336001.0,2.0,8.0,12.0
336001.0,2.0,6.0,0.0
336001.0,2.0,14.0,6.0
336001.0,2.0,15.0,8.0
336001.0,2.0,12.0,2.0
336001.0,2.0,94.0,1.0
336002.0,1.0,2.0,1.0
336002.0,1.0,1.0,4.0
336002.0,1.0,3.0,19.0
336002.0,1.0,95.0,29.0
336002.0,1.0,4.0,17.0
336002.0,1.0,5.0,2.0
336002.0,1.0,82.0,2.0
336002.0,1.0,63.0,40.0
336002.0,1.0,83.0,10.0
336002.0,7.0,85.0,4.0
336002.0,7.0,44.0,18.0
336002.0,7.0,96.0,0.0
336002.0,7.0,46.0,37.0
336002.0,7.0,71.0,64.0
336003.0,6.0,40.0,86.0
336003.0,6.0,41.0,24.0
336003.0,6.0,42.0,50.0
336003.0,6.0,86.0,6.0
336003.0,6.0,88.0,2.0
336003.0,6.0,87.0,11.0
336003.0,6.0,89.0,8.0
336003.0,2.0,14.0,6.0
336003.0,2.0,52.0,29.0
336003.0,2.0,7.0,10.0
336003.0,2.0,9.0,54.0
336003.0,2.0,6.0,38.0
336003.0,2.0,11.0,31.0
336003.0,2.0,8.0,1.0
336004.0,8.0,53.0,6.0
336004.0,8.0,55.0,48.0
336004.0,8.0,97.0,7.0
336004.0,8.0,57.0,76.0
336004.0,8.0,70.0,13.0
336004.0,8.0,54.0,1.0
336004.0,8.0,59.0,3.0
336004.0,8.0,98.0,1.0
336004.0,8.0,99.0,3.0
336004.0,8.0,61.0,2.0
336004.0,4.0,100.0,84.0
336004.0,4.0,76.0,15.0
336004.0,4.0,26.0,3.0
336004.0,4.0,27.0,14.0
336004.0,4.0,64.0,45.0
336005.0,5.0,74.0,2.0
336005.0,5.0,101.0,60.0
336005.0,5.0,33.0,21.0
336005.0,5.0,31.0,55.0
336005.0,5.0,32.0,0.0
336005.0,5.0,35.0,33.0
336005.0,5.0,38.0,7.0
336005.0,5.0,102.0,3.0
336005.0,5.0,36.0,1.0
336005.0,1.0,103.0,7.0
336005.0,1.0,1.0,51.0
336005.0,1.0,82.0,20.0
336005.0,1.0,104.0,1.0
336005.0,1.0,4.0,42.0
336005.0,1.0,63.0,2.0
336005.0,1.0,95.0,11.0
336005.0,1.0,62.0,1.0
336005.0,1.0,105.0,2.0
336005.0,1.0,106.0,1.0
336005.0,1.0,84.0,1.0
336006.0,3.0,17.0,21.0
336006.0,3.0,107.0,13.0
336006.0,3.0,108.0,54.0
336006.0,3.0,20.0,32.0
336006.0,3.0,109.0,28.0
336006.0,3.0,21.0,3.0
336006.0,3.0,23.0,11.0
336006.0,6.0,40.0,50.0
336006.0,6.0,41.0,71.0
336006.0,6.0,110.0,26.0
336006.0,6.0,42.0,19.0
336007.0,8.0,53.0,46.0
336007.0,8.0,97.0,47.0
336007.0,8.0,57.0,17.0
336007.0,8.0,111.0,0.0
336007.0,8.0,54.0,26.0
336007.0,8.0,112.0,7.0
336007.0,8.0,232.0,8.0
336007.0,8.0,60.0,0.0
336007.0,8.0,61.0,1.0
336007.0,2.0,9.0,31.0
336007.0,2.0,7.0,5.0
336007.0,2.0,113.0,34.0
336007.0,2.0,6.0,31.0
336007.0,2.0,10.0,31.0
336007.0,2.0,8.0,9.0
336007.0,2.0,12.0,27.0
336008.0,4.0,100.0,40.0
336008.0,4.0,25.0,18.0
336008.0,4.0,26.0,28.0
336008.0,4.0,27.0,17.0
336008.0,4.0,64.0,10.0
336008.0,4.0,24.0,6.0
336008.0,4.0,29.0,24.0
336008.0,4.0,67.0,21.0
336008.0,1.0,5.0,13.0
336008.0,1.0,1.0,5.0
336008.0,1.0,104.0,1.0
336008.0,1.0,95.0,5.0
336008.0,1.0,63.0,7.0
336008.0,1.0,4.0,71.0
336008.0,1.0,62.0,59.0
336008.0,1.0,82.0,1.0
336009.0,7.0,114.0,14.0
336009.0,7.0,44.0,34.0
336009.0,7.0,45.0,30.0
336009.0,7.0,46.0,22.0
336009.0,7.0,71.0,2.0
336009.0,7.0,48.0,2.0
336009.0,7.0,49.0,33.0
336009.0,7.0,79.0,9.0
336009.0,7.0,115.0,6.0
336009.0,6.0,40.0,1.0
336009.0,6.0,41.0,40.0
336009.0,6.0,42.0,1.0
336009.0,6.0,110.0,21.0
336009.0,6.0,86.0,24.0
336009.0,6.0,88.0,28.0
336009.0,6.0,89.0,9.0
336009.0,6.0,116.0,2.0
336009.0,6.0,91.0,3.0
336009.0,6.0,117.0,0.0
336009.0,6.0,118.0,0.0
336010.0,3.0,17.0,0.0
336010.0,3.0,108.0,5.0
336010.0,3.0,107.0,0.0
336010.0,3.0,21.0,27.0
336010.0,3.0,23.0,15.0
336010.0,3.0,20.0,1.0
336010.0,3.0,109.0,42.0
336010.0,3.0,119.0,0.0
336010.0,3.0,120.0,1.0
336010.0,3.0,121.0,0.0
336010.0,3.0,122.0,11.0
336010.0,5.0,74.0,35.0
336010.0,5.0,101.0,32.0
336010.0,5.0,31.0,8.0
336010.0,5.0,32.0,14.0
336011.0,2.0,7.0,0.0
336011.0,2.0,10.0,0.0
336011.0,2.0,9.0,0.0
336011.0,2.0,8.0,34.0
336011.0,2.0,6.0,66.0
336011.0,2.0,113.0,8.0
336011.0,2.0,14.0,0.0
336011.0,2.0,123.0,4.0
336011.0,2.0,15.0,0.0
336011.0,2.0,124.0,3.0
336011.0,2.0,94.0,1.0
336011.0,4.0,100.0,39.0
336011.0,4.0,25.0,5.0
336011.0,4.0,76.0,31.0
336011.0,4.0,27.0,1.0
336011.0,4.0,64.0,17.0
336011.0,4.0,29.0,17.0
336012.0,3.0,17.0,4.0
336012.0,3.0,125.0,1.0
336012.0,3.0,107.0,14.0
336012.0,3.0,21.0,32.0
336012.0,3.0,23.0,0.0
336012.0,3.0,20.0,23.0
336012.0,3.0,109.0,29.0
336012.0,3.0,119.0,16.0
336012.0,3.0,120.0,15.0
336012.0,8.0,53.0,54.0
336012.0,8.0,97.0,10.0
336012.0,8.0,58.0,36.0
336012.0,8.0,57.0,23.0
336012.0,8.0,70.0,20.0
336013.0,5.0,74.0,5.0
336013.0,5.0,101.0,39.0
336013.0,5.0,31.0,1.0
336013.0,5.0,32.0,32.0
336013.0,5.0,33.0,4.0
336013.0,5.0,35.0,0.0
336013.0,5.0,38.0,7.0
336013.0,5.0,102.0,6.0
336013.0,5.0,36.0,1.0
336013.0,5.0,39.0,1.0
336013.0,5.0,126.0,0.0
336013.0,7.0,114.0,27.0
336013.0,7.0,44.0,18.0
336013.0,7.0,46.0,34.0
336013.0,7.0,71.0,1.0
336013.0,7.0,48.0,12.0
336014.0,6.0,40.0,80.0
336014.0,6.0,41.0,23.0
336014.0,6.0,110.0,0.0
336014.0,6.0,42.0,59.0
336014.0,6.0,86.0,2.0
336014.0,6.0,88.0,6.0
336014.0,6.0,87.0,5.0
336014.0,3.0,108.0,40.0
336014.0,3.0,107.0,44.0
336014.0,3.0,20.0,33.0
336014.0,3.0,21.0,1.0
336014.0,3.0,109.0,30.0
336014.0,3.0,127.0,8.0
336014.0,3.0,120.0,13.0
336014.0,3.0,23.0,8.0
336015.0,1.0,128.0,2.0
336015.0,1.0,104.0,10.0
336015.0,1.0,1.0,20.0
336015.0,1.0,4.0,26.0
336015.0,1.0,129.0,15.0
336015.0,1.0,63.0,11.0
336015.0,1.0,83.0,17.0
336015.0,1.0,62.0,17.0
336015.0,1.0,105.0,6.0
336015.0,2.0,130.0,22.0
336015.0,2.0,51.0,7.0
336015.0,2.0,11.0,50.0
336015.0,2.0,6.0,5.0
336015.0,2.0,10.0,30.0
336015.0,2.0,14.0,4.0
336016.0,8.0,53.0,61.0
336016.0,8.0,97.0,19.0
336016.0,8.0,58.0,13.0
336016.0,8.0,57.0,5.0
336016.0,8.0,70.0,1.0
336016.0,8.0,59.0,3.0
336016.0,8.0,112.0,6.0
336016.0,8.0,54.0,23.0
336016.0,8.0,61.0,2.0
336016.0,8.0,131.0,1.0
336016.0,5.0,74.0,40.0
336016.0,5.0,31.0,68.0
336016.0,5.0,33.0,17.0
336016.0,5.0,32.0,5.0
336017.0,2.0,11.0,18.0
336017.0,2.0,132.0,20.0
336017.0,2.0,113.0,0.0
336017.0,2.0,6.0,11.0
336017.0,2.0,10.0,26.0
336017.0,2.0,8.0,0.0
336017.0,2.0,12.0,5.0
336017.0,2.0,14.0,8.0
336017.0,2.0,81.0,23.0
336017.0,7.0,44.0,54.0
336017.0,7.0,133.0,40.0
336017.0,7.0,46.0,19.0
336018.0,3.0,108.0,8.0
336018.0,3.0,21.0,26.0
336018.0,3.0,107.0,1.0
336018.0,3.0,23.0,64.0
336018.0,3.0,20.0,60.0
336018.0,3.0,109.0,7.0
336018.0,4.0,100.0,58.0
336018.0,4.0,25.0,14.0
336018.0,4.0,24.0,1.0
336018.0,4.0,76.0,20.0
336018.0,4.0,27.0,2.0
336018.0,4.0,29.0,40.0
336018.0,4.0,64.0,8.0
336018.0,4.0,67.0,17.0
336018.0,4.0,78.0,0.0
336018.0,4.0,134.0,0.0
336019.0,1.0,103.0,4.0
336019.0,1.0,1.0,91.0
336019.0,1.0,128.0,24.0
336019.0,1.0,4.0,57.0
336019.0,1.0,129.0,9.0
336019.0,1.0,63.0,8.0
336019.0,8.0,53.0,24.0
336019.0,8.0,97.0,5.0
336019.0,8.0,112.0,10.0
336019.0,8.0,58.0,5.0
336019.0,8.0,57.0,33.0
336019.0,8.0,54.0,71.0
336019.0,8.0,59.0,2.0
336019.0,8.0,60.0,9.0
336019.0,8.0,61.0,6.0
336020.0,6.0,40.0,31.0
336020.0,6.0,41.0,17.0
336020.0,6.0,42.0,3.0
336020.0,6.0,110.0,20.0
336020.0,6.0,88.0,13.0
336020.0,6.0,135.0,18.0
336020.0,6.0,136.0,4.0
336020.0,6.0,90.0,39.0
336020.0,6.0,91.0,0.0
336020.0,5.0,31.0,8.0
336020.0,5.0,74.0,24.0
336020.0,5.0,33.0,1.0
336020.0,5.0,32.0,74.0
336020.0,5.0,35.0,6.0
336020.0,5.0,137.0,9.0
336020.0,5.0,38.0,11.0
336020.0,5.0,138.0,4.0
336020.0,5.0,36.0,5.0
336021.0,2.0,130.0,1.0
336021.0,2.0,8.0,21.0
336021.0,2.0,113.0,21.0
336021.0,2.0,6.0,29.0
336021.0,2.0,10.0,10.0
336021.0,2.0,11.0,39.0
336021.0,2.0,14.0,5.0
336021.0,2.0,81.0,1.0
336021.0,2.0,15.0,1.0
336021.0,2.0,124.0,0.0
336021.0,4.0,100.0,74.0
336021.0,4.0,25.0,27.0
336021.0,4.0,139.0,34.0
336022.0,1.0,103.0,48.0
336022.0,1.0,128.0,13.0
336022.0,1.0,1.0,7.0
336022.0,1.0,4.0,31.0
336022.0,1.0,129.0,7.0
336022.0,1.0,63.0,10.0
336022.0,1.0,62.0,5.0
336022.0,1.0,140.0,1.0
336022.0,6.0,40.0,10.0
336022.0,6.0,41.0,0.0
336022.0,6.0,110.0,7.0
336022.0,6.0,87.0,9.0
336022.0,6.0,135.0,25.0
336022.0,6.0,42.0,7.0
336022.0,6.0,136.0,31.0
336022.0,6.0,90.0,10.0
336022.0,6.0,91.0,3.0
336022.0,6.0,116.0,0.0
336023.0,3.0,108.0,16.0
336023.0,3.0,107.0,26.0
336023.0,3.0,21.0,1.0
336023.0,3.0,23.0,53.0
336023.0,3.0,127.0,0.0
336023.0,3.0,20.0,43.0
336023.0,3.0,109.0,5.0
336023.0,7.0,44.0,114.0
336023.0,7.0,133.0,12.0
336023.0,7.0,46.0,16.0
336024.0,4.0,100.0,115.0
336024.0,4.0,25.0,51.0
336024.0,4.0,27.0,49.0
336024.0,4.0,139.0,1.0
336024.0,5.0,33.0,1.0
336024.0,5.0,138.0,57.0
336024.0,5.0,141.0,3.0
336024.0,5.0,32.0,22.0
336024.0,5.0,31.0,39.0
336024.0,5.0,69.0,24.0
336024.0,5.0,36.0,23.0
336024.0,5.0,37.0,6.0
336024.0,5.0,75.0,1.0
336025.0,6.0,40.0,79.0
336025.0,6.0,41.0,0.0
336025.0,6.0,42.0,68.0
336025.0,6.0,90.0,19.0
336025.0,6.0,135.0,16.0
336025.0,6.0,87.0,4.0
336025.0,8.0,53.0,14.0
336025.0,8.0,70.0,33.0
336025.0,8.0,97.0,22.0
336025.0,8.0,57.0,35.0
336025.0,8.0,58.0,29.0
336025.0,8.0,54.0,34.0
336025.0,8.0,112.0,9.0
336025.0,8.0,61.0,1.0
336025.0,8.0,131.0,0.0
336025.0,8.0,142.0,1.0
336025.0,8.0,143.0,1.0
336026.0,1.0,103.0,13.0
336026.0,1.0,128.0,1.0
336026.0,1.0,1.0,15.0
336026.0,1.0,4.0,2.0
336026.0,1.0,5.0,5.0
336026.0,1.0,62.0,1.0
336026.0,1.0,63.0,0.0
336026.0,1.0,82.0,15.0
336026.0,1.0,144.0,2.0
336026.0,1.0,84.0,4.0
336026.0,1.0,106.0,1.0
336026.0,7.0,44.0,48.0
336026.0,7.0,133.0,0.0
336026.0,7.0,46.0,9.0
336026.0,7.0,45.0,1.0
336027.0,6.0,40.0,40.0
336027.0,6.0,41.0,51.0
336027.0,6.0,42.0,8.0
336027.0,6.0,135.0,8.0
336027.0,6.0,90.0,0.0
336027.0,6.0,86.0,1.0
336027.0,4.0,100.0,2.0
336027.0,4.0,25.0,4.0
336027.0,4.0,27.0,23.0
336027.0,4.0,139.0,25.0
336027.0,4.0,64.0,36.0
336028.0,5.0,74.0,75.0
336028.0,5.0,101.0,50.0
336028.0,5.0,32.0,46.0
336028.0,2.0,130.0,0.0
336028.0,2.0,8.0,3.0
336028.0,2.0,113.0,0.0
336028.0,2.0,9.0,20.0
336028.0,2.0,10.0,10.0
336028.0,2.0,6.0,75.0
336028.0,2.0,123.0,9.0
336028.0,2.0,14.0,0.0
336028.0,2.0,15.0,1.0
336028.0,2.0,124.0,8.0
336028.0,2.0,145.0,0.0
336029.0,7.0,44.0,36.0
336029.0,7.0,133.0,23.0
336029.0,7.0,45.0,8.0
336029.0,7.0,46.0,7.0
336029.0,7.0,48.0,38.0
336029.0,7.0,71.0,30.0
336029.0,7.0,47.0,9.0
336029.0,7.0,114.0,5.0
336029.0,7.0,115.0,1.0
336029.0,8.0,53.0,13.0
336029.0,8.0,70.0,0.0
336029.0,8.0,57.0,6.0
336029.0,8.0,54.0,57.0
336029.0,8.0,111.0,17.0
336029.0,8.0,112.0,37.0
336029.0,8.0,146.0,2.0
336029.0,8.0,98.0,10.0
336029.0,8.0,61.0,3.0
336030.0,1.0,103.0,73.0
336030.0,1.0,5.0,6.0
336030.0,1.0,1.0,2.0
336030.0,1.0,95.0,27.0
336030.0,1.0,4.0,0.0
336030.0,1.0,63.0,13.0
336030.0,1.0,62.0,15.0
336030.0,3.0,17.0,19.0
336030.0,3.0,107.0,32.0
336031.0,2.0,9.0,25.0
336031.0,2.0,93.0,2.0
336031.0,2.0,132.0,52.0
336031.0,2.0,6.0,9.0
336031.0,2.0,113.0,47.0
336031.0,2.0,10.0,1.0
336031.0,2.0,12.0,3.0
336031.0,2.0,14.0,2.0
336031.0,2.0,15.0,4.0
336031.0,6.0,40.0,39.0
336031.0,6.0,41.0,47.0
336031.0,6.0,110.0,21.0
336031.0,6.0,135.0,4.0
336031.0,6.0,42.0,16.0
336031.0,6.0,88.0,6.0
336031.0,6.0,90.0,13.0
336032.0,1.0,103.0,24.0
336032.0,1.0,5.0,4.0
336032.0,1.0,1.0,32.0
336032.0,1.0,4.0,11.0
336032.0,1.0,95.0,31.0
336032.0,1.0,63.0,15.0
336032.0,1.0,62.0,11.0
336032.0,1.0,82.0,5.0
336032.0,1.0,105.0,7.0
336032.0,1.0,84.0,2.0
336032.0,5.0,74.0,24.0
336032.0,5.0,101.0,5.0
336032.0,5.0,102.0,13.0
336032.0,5.0,32.0,19.0
336032.0,5.0,33.0,34.0
336032.0,5.0,31.0,48.0
336033.0,4.0,100.0,81.0
336033.0,4.0,25.0,0.0
336033.0,4.0,139.0,79.0
336033.0,4.0,27.0,7.0
336033.0,4.0,64.0,1.0
336033.0,4.0,29.0,9.0
336033.0,7.0,44.0,20.0
336033.0,7.0,133.0,65.0
336033.0,7.0,147.0,20.0
336033.0,7.0,48.0,27.0
336033.0,7.0,46.0,9.0
336033.0,7.0,49.0,0.0
336033.0,7.0,47.0,5.0
336033.0,7.0,148.0,15.0
336033.0,7.0,73.0,0.0
336033.0,7.0,149.0,2.0
336033.0,7.0,150.0,2.0
336034.0,2.0,9.0,5.0
336034.0,2.0,132.0,10.0
336034.0,2.0,8.0,10.0
336034.0,2.0,6.0,47.0
336034.0,2.0,113.0,4.0
336034.0,2.0,11.0,17.0
336034.0,2.0,12.0,6.0
336034.0,2.0,14.0,21.0
336034.0,2.0,81.0,0.0
336034.0,2.0,124.0,2.0
336034.0,3.0,17.0,24.0
336034.0,3.0,107.0,45.0
336034.0,3.0,20.0,4.0
336034.0,3.0,21.0,21.0
336034.0,3.0,23.0,1.0
336034.0,3.0,109.0,1.0
336034.0,3.0,108.0,0.0
336034.0,3.0,120.0,4.0
336034.0,3.0,151.0,0.0
336034.0,3.0,122.0,0.0
336036.0,8.0,53.0,50.0
336036.0,8.0,97.0,44.0
336036.0,8.0,57.0,50.0
336036.0,8.0,54.0,2.0
336036.0,8.0,111.0,23.0
336036.0,8.0,58.0,1.0
336036.0,4.0,100.0,60.0
336036.0,4.0,26.0,50.0
336036.0,4.0,27.0,17.0
336036.0,4.0,139.0,13.0
336036.0,4.0,64.0,14.0
336036.0,4.0,67.0,16.0
336037.0,7.0,44.0,66.0
336037.0,7.0,133.0,18.0
336037.0,7.0,147.0,17.0
336037.0,7.0,46.0,46.0
336037.0,7.0,48.0,1.0
336037.0,7.0,49.0,16.0
336037.0,7.0,148.0,3.0
336037.0,7.0,47.0,0.0
336037.0,6.0,40.0,19.0
336037.0,6.0,41.0,18.0
336037.0,6.0,42.0,27.0
336037.0,6.0,87.0,36.0
336037.0,6.0,135.0,0.0
336037.0,6.0,88.0,56.0
336037.0,6.0,90.0,20.0
336038.0,5.0,74.0,91.0
336038.0,5.0,101.0,41.0
336038.0,5.0,69.0,53.0
336038.0,5.0,31.0,6.0
336038.0,5.0,33.0,10.0
336038.0,5.0,30.0,3.0
336038.0,3.0,17.0,54.0
336038.0,3.0,107.0,7.0
336038.0,3.0,21.0,45.0
336038.0,3.0,109.0,71.0
336038.0,3.0,20.0,12.0
336038.0,3.0,23.0,1.0
336038.0,3.0,120.0,2.0
336038.0,3.0,152.0,0.0
336039.0,2.0,93.0,10.0
336039.0,2.0,7.0,44.0
336039.0,2.0,8.0,38.0
336039.0,2.0,9.0,6.0
336039.0,2.0,113.0,3.0
336039.0,2.0,6.0,26.0
336039.0,2.0,11.0,16.0
336039.0,2.0,14.0,8.0
336039.0,8.0,53.0,10.0
336039.0,8.0,55.0,52.0
336039.0,8.0,97.0,5.0
336039.0,8.0,57.0,57.0
336039.0,8.0,70.0,1.0
336039.0,8.0,58.0,2.0
336039.0,8.0,59.0,17.0
336039.0,8.0,232.0,3.0
336040.0,4.0,100.0,40.0
336040.0,4.0,25.0,13.0
336040.0,4.0,26.0,64.0
336040.0,4.0,27.0,27.0
336040.0,4.0,64.0,11.0
336040.0,4.0,29.0,7.0
336040.0,4.0,67.0,0.0
336040.0,4.0,92.0,1.0
336040.0,1.0,103.0,24.0
336040.0,1.0,1.0,86.0
336040.0,1.0,95.0,0.0
336040.0,1.0,4.0,12.0
336040.0,1.0,63.0,5.0
336040.0,1.0,62.0,13.0
336040.0,1.0,128.0,2.0
336040.0,1.0,105.0,24.0
336040.0,1.0,84.0,0.0
336041.0,7.0,44.0,38.0
336041.0,7.0,133.0,30.0
336041.0,7.0,48.0,25.0
336041.0,7.0,46.0,3.0
336041.0,7.0,147.0,8.0
336041.0,7.0,49.0,0.0
336041.0,7.0,96.0,3.0
336041.0,7.0,114.0,24.0
336041.0,7.0,115.0,1.0
336041.0,5.0,69.0,18.0
336041.0,5.0,101.0,17.0
336041.0,5.0,31.0,2.0
336041.0,5.0,32.0,18.0
336041.0,5.0,33.0,12.0
336041.0,5.0,138.0,40.0
336041.0,5.0,35.0,23.0
336042.0,8.0,53.0,5.0
336042.0,8.0,97.0,8.0
336042.0,8.0,58.0,20.0
