Match_Id,Team_Batting_Id,Striker_Id,Unnamed: 0,Batsman_Scored
335987,1,4,94,0
335987,1,4,95,1
335987,1,2,96,2
335987,1,2,97,0
335987,1,2,98,1
335987,1,4,99,0
335987,1,2,100,1
335987,1,4,101,2
335987,1,4,102,1
335987,1,2,103,6
335987,1,2,104,2
335987,1,2,105,2
335987,1,4,106,0
335987,1,2,107,1
335987,1,5,108,0
335987,1,5,109,1
335987,1,2,110,4
335987,1,2,111,1
335987,1,2,112,6
335987,1,2,113,0
335987,1,2,114,6
335987,1,2,115,4
335987,1,2,116,1
335987,1,5,117,4
335987,1,2,118,6
335987,1,2,119,6
335987,1,2,120,2
335987,1,2,121,0
335987,1,2,122,2
335987,1,2,123,6
335987,2,6,124,1
335987,2,7,125,0
335987,2,7,126,0
335987,2,7,127,1
335987,2,6,128,1
335987,2,7,129,0
335987,2,7,130,0
335987,2,6,131,0
335987,2,8,132,0
335987,2,8,133,0
335987,2,8,134,1
335987,2,7,135,0
335987,2,7,136,0
335987,2,8,137,0
335987,2,8,138,0
335987,2,9,139,1
335987,2,7,140,0
335987,2,7,141,0
335987,2,7,142,0
335987,2,7,143,1
335987,2,7,144,2
335987,2,7,145,1
335987,2,9,146,0
335987,2,9,147,0
335987,2,7,148,0
335987,2,7,149,0
335987,2,9,150,1
335987,2,7,151,1
335987,2,9,152,0
335987,2,9,153,6
335987,2,9,154,0
335987,2,10,155,0
335987,2,7,156,0
335987,2,7,157,0
335987,2,11,158,0
335987,2,11,159,1
335987,2,10,160,1
335987,2,11,161,0
335987,2,10,162,0
335987,2,10,163,0
335987,2,10,164,1
335987,2,11,165,0
335987,2,11,166,0
335987,2,11,167,0
335987,2,11,168,0
335987,2,11,169,4
335987,2,10,170,1
335987,2,11,171,0
335987,2,10,172,1
335987,2,11,173,2
335987,2,11,174,0
335987,2,10,175,0
335987,2,12,176,0
335987,2,12,177,0
335987,2,13,178,0
335987,2,13,179,0
335987,2,13,180,0
335987,2,13,181,1
335987,2,10,182,2
335987,2,10,183,0
335987,2,13,184,1
335987,2,14,185,0
335987,2,14,186,0
335987,2,14,187,0
335987,2,14,188,0
335987,2,13,189,4
335987,2,13,190,1
335987,2,13,191,0
335987,2,13,192,0
335987,2,13,193,0
335987,2,13,194,1
335987,2,14,195,4
335987,2,14,196,0
335987,2,13,197,1
335987,2,15,198,0
335987,2,15,199,0
335987,2,15,200,1
335987,2,14,201,0
335987,2,14,202,1
335987,2,14,203,6
335987,2,14,204,0
335987,2,15,205,1
335987,2,14,206,1
335987,2,15,207,0
335987,2,15,208,0
335987,2,15,209,1
335987,2,15,210,0
335987,2,16,211,1
335987,2,14,212,0
335987,2,14,213,0
335987,2,14,214,0
335987,2,14,215,6
335987,2,16,216,0
335987,2,16,217,0
335987,2,16,218,0
335987,2,16,219,1
335987,2,14,220,0
335987,2,16,221,1
335987,2,14,222,0
335987,2,16,223,0
335987,2,16,224,0
335988,3,17,225,0
335988,3,17,226,0
335988,3,17,227,1
335988,3,18,228,0
335988,3,18,229,4
335988,3,18,230,0
335988,3,17,231,4
335988,3,17,232,4
335988,3,17,233,4
335988,3,17,234,2
335988,3,17,235,0
335988,3,17,236,0
335988,3,17,237,0
335988,3,18,238,0
335988,3,18,239,4
335988,3,18,240,0
335988,3,18,241,1
335988,3,17,242,0
335988,3,19,243,1
335988,3,18,244,0
335988,3,19,245,0
335988,3,19,246,0
335988,3,19,247,1
335988,3,18,248,1
335988,3,19,249,0
335988,3,19,250,4
335988,3,18,251,0
335988,3,18,252,0
335988,3,19,253,4
335988,3,19,254,4
335988,3,19,255,0
335988,3,19,256,0
335988,3,18,257,4
335988,3,18,258,6
335988,3,18,259,0
335988,3,18,260,1
335988,3,19,261,0
335988,3,19,262,0
335988,3,18,263,4
335988,3,18,264,0
335988,3,20,265,1
335988,3,19,266,2
335988,3,19,267,1
335988,3,20,268,1
335988,3,20,269,0
335988,3,21,270,1
335988,3,19,271,0
335988,3,19,272,1
335988,3,21,273,6
335988,3,21,274,0
335988,3,19,275,1
335988,3,21,276,4
335988,3,21,277,1
335988,3,19,278,0
335988,3,19,279,6
335988,3,19,280,1
335988,3,19,281,2
335988,3,19,282,1
335988,3,21,283,1
335988,3,19,284,0
335988,3,19,285,0
335988,3,19,286,1
335988,3,19,287,6
335988,3,19,288,1
335988,3,21,289,2
335988,3,21,290,0
335988,3,21,291,6
335988,3,21,292,4
335988,3,19,293,6
335988,3,19,294,4
335988,3,19,295,1
335988,3,21,296,6
335988,3,21,297,1
335988,3,19,298,2
335988,3,21,299,0
335988,3,21,300,0
335988,3,19,301,1
335988,3,22,302,0
335988,3,22,303,0
335988,3,22,304,1
335988,3,19,305,1
335988,3,22,306,1
335988,3,22,307,1
335988,3,19,308,0
335988,3,19,309,1
335988,3,22,310,1
335988,3,19,311,6
335988,3,19,312,0
335988,3,19,313,4
335988,3,19,314,1
335988,3,22,315,2
335988,3,22,316,1
335988,3,19,317,4
335988,3,19,318,6
335988,3,22,319,6
335988,3,22,320,0
335988,3,22,321,0
335988,3,23,322,0
335988,3,23,323,1
335988,3,19,324,1
335988,3,19,325,1
335988,3,23,326,1
335988,3,19,327,6
335988,3,19,328,4
335988,3,19,329,1
335988,3,23,330,1
335988,3,23,331,0
335988,3,23,332,4
335988,3,23,333,1
335988,3,19,334,2
335988,3,19,335,6
335988,3,19,336,4
335988,3,23,337,4
335988,3,23,338,1
335988,3,19,339,1
335988,3,23,340,1
335988,3,19,341,6
335988,3,19,342,2
335988,3,23,343,6
335988,3,23,344,6
335988,3,23,345,4
335988,3,23,346,1
335988,3,19,347,6
335988,3,19,348,2
335988,4,24,349,4
335988,4,24,350,0
335988,4,24,351,0
335988,4,24,352,1
335988,4,25,353,0
335988,4,25,354,4
335988,4,24,355,1
335988,4,25,356,0
335988,4,25,357,1
335988,4,24,358,0
335988,4,24,359,4
335988,4,24,360,1
335988,4,24,361,1
335988,4,25,362,4
335988,4,25,363,0
335988,4,25,364,4
335988,4,25,365,1
335988,4,24,366,1
335988,4,24,367,0
335988,4,24,368,0
335988,4,24,369,1
335988,4,25,370,1
335988,4,24,371,2
335988,4,24,372,6
335988,4,25,373,0
335988,4,25,374,0
335988,4,25,375,1
335988,4,24,376,1
335988,4,25,377,4
335988,4,25,378,4
335988,4,24,379,1
335988,4,25,380,6
335988,4,25,381,1
335988,4,24,382,0
335988,4,24,383,0
335988,4,24,384,0
335988,4,25,385,0
335988,4,25,386,6
335988,4,26,387,1
335988,4,25,388,1
335988,4,26,389,1
335988,4,25,390,1
335988,4,26,391,0
335988,4,25,392,1
335988,4,25,393,4
335988,4,25,394,4
335988,4,25,395,1
335988,4,26,396,1
335988,4,25,397,4
335988,4,25,398,1
335988,4,25,399,4
335988,4,25,400,4
335988,4,25,401,1
335988,4,26,402,1
335988,4,25,403,1
335988,4,26,404,0
335988,4,26,405,1
335988,4,26,406,1
335988,4,25,407,6
335988,4,25,408,0
335988,4,25,409,1
335988,4,26,410,4
335988,4,26,411,1
335988,4,26,412,1
335988,4,25,413,0
335988,4,26,414,1
335988,4,27,415,1
335988,4,26,416,1
335988,4,27,417,1
335988,4,27,418,1
335988,4,26,419,6
335988,4,26,420,4
335988,4,26,421,0
335988,4,26,422,0
335988,4,26,423,1
335988,4,26,424,0
335988,4,27,425,6
335988,4,27,426,1
335988,4,26,427,0
335988,4,27,428,4
335988,4,27,429,1
335988,4,27,430,1
335988,4,26,431,1
335988,4,27,432,1
335988,4,26,433,0
335988,4,27,434,6
335988,4,27,435,0
335988,4,27,436,0
335988,4,26,437,1
335988,4,27,438,0
335988,4,26,439,4
335988,4,26,440,1
335988,4,28,441,1
335988,4,26,442,6
335988,4,28,443,2
335988,4,28,444,0
335988,4,26,445,4
335988,4,26,446,1
335988,4,28,447,1
335988,4,26,448,2
335988,4,28,449,0
335988,4,26,450,1
335988,4,28,451,1
335988,4,26,452,4
335988,4,26,453,1
335988,4,28,454,2
335988,4,26,455,1
335988,4,28,456,1
335988,4,26,457,2
335988,4,26,458,0
335988,4,28,459,0
335988,4,29,460,0
335988,4,28,461,1
335988,4,29,462,1
335988,4,28,463,1
335988,4,29,464,1
335988,4,28,465,2
335988,4,28,466,1
335988,4,28,467,1
335988,4,29,468,1
335988,4,28,469,0
335988,4,28,470,6
335988,4,28,471,1
335988,4,29,472,0
335989,5,30,473,0
335989,5,30,474,0
335989,5,30,475,0
335989,5,30,476,0
335989,5,30,477,0
335989,5,30,478,0
335989,5,30,479,6
335989,5,31,480,1
335989,5,30,481,0
335989,5,30,482,0
335989,5,30,483,1
335989,5,31,484,4
335989,5,31,485,4
335989,5,30,486,0
335989,5,30,487,0
335989,5,30,488,0
335989,5,32,489,0
335989,5,32,490,0
335989,5,32,491,0
335989,5,31,492,1
335989,5,32,493,Do_nothing
335989,5,32,494,4
335989,5,32,495,1
335989,5,31,496,0
335989,5,32,497,4
335989,5,33,498,0
335989,5,33,499,0
335989,5,33,500,1
335989,5,32,501,4
335989,5,32,502,0
335989,5,32,503,1
335989,5,32,504,0
335989,5,32,505,1
335989,5,33,506,0
335989,5,33,507,0
335989,5,32,508,1
335989,5,33,509,0
335989,5,32,510,0
335989,5,32,511,1
335989,5,33,512,2
335989,5,33,513,0
335989,5,33,514,0
335989,5,33,515,1
335989,5,33,516,0
335989,5,34,517,1
335989,5,33,518,1
335989,5,34,519,0
335989,5,35,520,0
335989,5,35,521,1
335989,5,35,522,0
335989,5,35,523,0
335989,5,35,524,0
335989,5,33,525,1
335989,5,35,526,0
335989,5,35,527,1
335989,5,35,528,0
335989,5,33,529,1
335989,5,35,530,1
335989,5,33,531,1
335989,5,35,532,1
335989,5,33,533,1
335989,5,33,534,0
335989,5,33,535,0
335989,5,33,536,0
335989,5,36,537,1
335989,5,35,538,0
335989,5,35,539,1
335989,5,35,540,6
335989,5,35,541,4
335989,5,35,542,1
335989,5,36,543,0
335989,5,36,544,1
335989,5,35,545,0
335989,5,36,546,0
335989,5,37,547,4
335989,5,37,548,1
335989,5,35,549,0
335989,5,37,550,0
335989,5,37,551,1
335989,5,35,552,1
335989,5,35,553,4
335989,5,35,554,1
335989,5,37,555,1
335989,5,35,556,0
335989,5,35,557,1
335989,5,37,558,0
335989,5,35,559,6
335989,5,35,560,0
335989,5,38,561,0
335989,5,38,562,1
335989,5,37,563,1
335989,5,38,564,1
335989,5,38,565,0
335989,5,38,566,0
335989,5,38,567,4
335989,5,38,568,0
335989,5,38,569,4
335989,5,38,570,2
335989,5,37,571,1
335989,5,38,572,0
335989,5,38,573,1
335989,5,37,574,0
335989,5,37,575,1
335989,5,38,576,1
335989,5,38,577,0
335989,5,39,578,0
335989,5,39,579,0
335989,5,39,580,0
335989,5,39,581,1
335989,5,37,582,0
335989,5,39,583,0
335989,5,39,584,1
335989,5,37,585,4
335989,5,37,586,4
335989,5,37,587,0
335989,5,37,588,1
335989,5,37,589,4
335989,5,37,590,0
335989,5,37,591,1
335989,5,39,592,1
335989,5,37,593,2
335989,5,37,594,0
335989,6,40,595,0
335989,6,40,596,0
335989,6,40,597,0
335989,6,40,598,0
335989,6,40,599,4
335989,6,40,600,4
335989,6,41,601,4
335989,6,41,602,4
335989,6,41,603,4
335989,6,41,604,0
335989,6,42,605,0
335989,6,42,606,0
335989,6,42,607,0
335989,6,40,608,0
335989,6,40,609,4
335989,6,40,610,0
335989,6,40,611,1
335989,6,42,612,0
335989,6,42,613,0
335989,6,40,614,1
335989,6,42,615,0
335989,6,42,616,4
335989,6,42,617,1
335989,6,40,618,4
335989,6,40,619,0
335989,6,42,620,0
335989,6,42,621,1
335989,6,40,622,6
335989,6,40,623,4
335989,6,40,624,0
335989,6,40,625,1
335989,6,40,626,0
335989,6,40,627,0
335989,6,40,628,1
335989,6,42,629,0
335989,6,42,630,4
335989,6,42,631,1
335989,6,40,632,0
335989,6,42,633,1
335989,6,40,634,1
335989,6,42,635,0
335989,6,42,636,0
335989,6,42,637,1
335989,6,40,638,1
335989,6,40,639,1
335989,6,42,640,4
335989,6,42,641,0
335989,6,42,642,0
335989,6,42,643,4
335989,6,42,644,2
335989,6,42,645,0
335989,6,40,646,0
335989,6,40,647,1
335989,6,42,648,4
335989,6,42,649,0
335989,6,42,650,1
335989,6,40,651,1
335989,6,40,652,0
335989,6,40,653,0
335989,6,40,654,4
335989,6,40,655,1
335989,6,42,656,1
335989,6,40,657,0
335989,6,40,658,1
335989,6,40,659,1
335989,6,42,660,1
335989,6,40,661,4
335989,6,40,662,1
335989,6,42,663,1
335989,6,40,664,1
335989,6,40,665,1
335989,6,42,666,1
335989,6,40,667,2
335989,6,40,668,1
335989,6,42,669,0
335989,6,42,670,0
335989,6,40,671,1
335989,6,42,672,1
335989,6,40,673,1
335989,6,42,674,1
335989,6,40,675,1
335989,6,42,676,0
335989,6,42,677,1
335989,6,42,678,1
335989,6,40,679,0
335989,6,40,680,1
335989,6,42,681,1
335989,6,40,682,1
335989,6,42,683,0
335989,6,40,684,0
335989,6,40,685,1
335989,6,42,686,4
335989,6,42,687,2
335989,6,42,688,4
335989,6,42,689,1
335989,6,40,690,0
335989,6,42,691,4
335990,7,43,692,0
335990,7,43,693,4
335990,7,43,694,0
335990,7,43,695,0
335990,7,43,696,4
335990,7,43,697,0
335990,7,44,698,1
335990,7,43,699,0
335990,7,43,700,0
335990,7,43,701,0
335990,7,43,702,0
335990,7,45,703,0
335990,7,44,704,0
335990,7,44,705,4
335990,7,44,706,0
335990,7,44,707,1
335990,7,45,708,0
335990,7,45,709,0
335990,7,45,710,0
335990,7,44,711,0
335990,7,44,712,1
335990,7,45,713,0
335990,7,45,714,0
335990,7,46,715,2
335990,7,46,716,0
335990,7,44,717,0
335990,7,44,718,4
335990,7,44,719,4
335990,7,44,720,0
335990,7,44,721,4
335990,7,44,722,0
335990,7,44,723,6
335990,7,46,724,1
335990,7,44,725,4
335990,7,44,726,0
335990,7,44,727,0
335990,7,46,728,1
335990,7,47,729,0
335990,7,46,730,1
335990,7,47,731,0
335990,7,47,732,1
335990,7,46,733,4
335990,7,46,734,1
335990,7,47,735,0
335990,7,46,736,0
335990,7,46,737,1
335990,7,47,738,1
335990,7,46,739,1
335990,7,47,740,1
335990,7,46,741,2
335990,7,47,742,0
335990,7,46,743,1
335990,7,47,744,1
335990,7,46,745,4
335990,7,46,746,1
335990,7,47,747,4
335990,7,46,748,0
335990,7,46,749,1
335990,7,47,750,0
335990,7,47,751,0
335990,7,46,752,0
335990,7,46,753,0
335990,7,47,754,1
335990,7,46,755,1
335990,7,47,756,4
335990,7,47,757,1
335990,7,46,758,0
335990,7,46,759,0
335990,7,47,760,0
335990,7,47,761,2
335990,7,47,762,1
335990,7,46,763,0
335990,7,46,764,4
335990,7,46,765,6
335990,7,47,766,0
335990,7,47,767,1
335990,7,46,768,0
335990,7,46,769,0
335990,7,46,770,1
335990,7,47,771,1
335990,7,47,772,0
335990,7,47,773,0
335990,7,47,774,0
335990,7,46,775,1
335990,7,48,776,0
335990,7,48,777,0
335990,7,48,778,1
335990,7,46,779,1
335990,7,48,780,1
335990,7,46,781,0
335990,7,46,782,2
335990,7,46,783,1
335990,7,46,784,1
335990,7,48,785,1
335990,7,46,786,1
335990,7,48,787,0
335990,7,48,788,1
335990,7,46,789,4
335990,7,46,790,4
335990,7,48,791,1
335990,7,46,792,0
335990,7,48,793,4
335990,7,48,794,1
335990,7,46,795,0
335990,7,49,796,4
335990,7,48,797,2
335990,7,48,798,6
335990,7,48,799,1
335990,7,49,800,4
335990,7,49,801,6
335990,7,49,802,1
335990,7,49,803,1
335990,7,48,804,1
335990,7,49,805,0
335990,7,49,806,1
335990,7,48,807,0
335990,7,49,808,6
335990,7,50,809,1
335990,7,49,810,0
335990,7,49,811,4
335990,7,49,812,1
335990,7,50,813,1
335990,7,49,814,0
335990,2,51,815,0
335990,2,51,816,1
335990,2,6,817,0
335990,2,6,818,1
335990,2,51,819,4
335990,2,51,820,4
335990,2,6,821,0
335990,2,6,822,0
335990,2,6,823,0
335990,2,6,824,0
335990,2,6,825,0
335990,2,6,826,1
335990,2,6,827,0
335990,2,6,828,4
335990,2,6,829,1
335990,2,51,830,1
335990,2,6,831,4
335990,2,6,832,1
335990,2,6,833,0
335990,2,6,834,1
335990,2,51,835,1
335990,2,6,836,1
335990,2,51,837,1
335990,2,6,838,1
335990,2,6,839,4
335990,2,6,840,1
335990,2,51,841,4
335990,2,51,842,0
335990,2,51,843,0
335990,2,51,844,0
335990,2,51,845,0
335990,2,52,846,1
335990,2,6,847,0
335990,2,6,848,0
335990,2,6,849,1
335990,2,52,850,1
335990,2,6,851,0
335990,2,52,852,1
335990,2,6,853,0
335990,2,6,854,4
335990,2,6,855,0
335990,2,6,856,0
335990,2,6,857,1
335990,2,6,858,2
335990,2,6,859,1
335990,2,52,860,1
335990,2,6,861,1
335990,2,52,862,1
335990,2,6,863,2
335990,2,52,864,6
335990,2,52,865,6
335990,2,52,866,0
335990,2,52,867,0
335990,2,52,868,1
335990,2,6,869,0
335990,2,9,870,1
335990,2,9,871,1
335990,2,52,872,4
335990,2,52,873,1
335990,2,9,874,0
335990,2,9,875,1
335990,2,52,876,0
335990,2,8,877,1
335990,2,9,878,1
335990,2,8,879,0
335990,2,8,880,1
335990,2,9,881,0
335990,2,9,882,1
335990,2,9,883,1
335990,2,8,884,4
335990,2,8,885,1
335990,2,9,886,1
335990,2,8,887,6
335990,2,8,888,1
335990,2,8,889,0
335990,2,8,890,4
335990,2,8,891,4
335990,2,8,892,0
335990,2,8,893,1
335990,2,9,894,1
335990,2,9,895,1
335990,2,8,896,0
335990,2,8,897,0
335990,2,8,898,0
335990,2,11,899,0
335990,2,11,900,0
335990,2,11,901,0
335990,2,11,902,2
335990,2,9,903,1
335990,2,11,904,1
335990,2,9,905,1
335990,2,11,906,4
335990,2,11,907,1
335990,2,9,908,1
335990,2,9,909,1
335990,2,11,910,4
335990,2,11,911,1
335990,2,9,912,0
335990,2,9,913,1
335990,2,11,914,1
335990,2,11,915,6
335990,2,11,916,1
335990,2,9,917,1
335990,2,11,918,1
335990,2,9,919,1
335990,2,11,920,0
335990,2,9,921,6
335990,2,9,922,1
335990,2,11,923,1
335990,2,9,924,1
335990,2,11,925,4
335990,2,11,926,6
335990,2,9,927,1
335990,2,11,928,4
335990,2,11,929,1
335990,2,9,930,0
335990,2,12,931,2
335990,2,12,932,0
335990,2,11,933,1
335990,2,12,934,0
335990,2,12,935,0
335990,2,12,936,0
335990,2,12,937,1
335991,8,53,938,1
335991,8,54,939,0
335991,8,54,940,2
335991,8,54,941,0
335991,8,54,942,0
335991,8,54,943,0
335991,8,54,944,5
335991,8,54,945,0
335991,8,53,946,1
335991,8,54,947,0
335991,8,54,948,1
335991,8,53,949,0
335991,8,53,950,0
335991,8,53,951,0
335991,8,53,952,0
335991,8,54,953,1
335991,8,53,954,0
335991,8,53,955,0
335991,8,53,956,1
335991,8,54,957,4
335991,8,54,958,1
335991,8,54,959,0
335991,8,54,960,0
335991,8,55,961,0
335991,8,55,962,0
335991,8,55,963,0
335991,8,55,964,0
335991,8,53,965,1
335991,8,55,966,0
335991,8,55,967,0
335991,8,53,968,1
335991,8,56,969,0
335991,8,56,970,0
335991,8,53,971,6
335991,8,53,972,0
335991,8,53,973,6
335991,8,53,974,4
335991,8,53,975,0
335991,8,53,976,0
335991,8,56,977,1
335991,8,53,978,0
335991,8,53,979,1
335991,8,56,980,4
335991,8,56,981,0
335991,8,56,982,0
335991,8,53,983,0
335991,8,53,984,0
335991,8,53,985,0
335991,8,53,986,1
335991,8,56,987,0
335991,8,56,988,0
335991,8,56,989,0
335991,8,53,990,0
335991,8,57,991,0
335991,8,57,992,0
335991,8,57,993,0
335991,8,58,994,0
335991,8,58,995,1
335991,8,58,996,1
335991,8,56,997,1
335991,8,58,998,0
335991,8,56,999,0
335991,8,56,1000,0
335991,8,58,1001,0
335991,8,56,1002,0
335991,8,56,1003,0
335991,8,56,1004,0
335991,8,56,1005,0
335991,8,56,1006,1
335991,8,58,1007,4
335991,8,56,1008,0
335991,8,56,1009,0
335991,8,56,1010,1
335991,8,58,1011,0
335991,8,232,1012,1
335991,8,56,1013,0
335991,8,232,1014,1
335991,8,56,1015,1
335991,8,232,1016,0
335991,8,232,1017,1
335991,8,56,1018,0
335991,8,56,1019,0
335991,8,232,1020,0
335991,8,232,1021,0
335991,8,56,1022,0
335991,8,56,1023,0
335991,8,56,1024,1
335991,8,232,1025,1
335991,8,232,1026,6
335991,8,232,1027,0
335991,8,232,1028,0
335991,8,56,1029,1
335991,8,59,1030,1
335991,8,56,1031,4
335991,8,59,1032,0
335991,8,59,1033,1
335991,8,56,1034,0
335991,8,56,1035,0
335991,8,56,1036,0
335991,8,56,1037,2
335991,8,56,1038,1
335991,8,56,1039,0
335991,8,56,1040,0
335991,8,56,1041,6
335991,8,56,1042,6
335991,8,56,1043,1
335991,8,59,1044,6
335991,8,59,1045,0
335991,8,56,1046,1
335991,8,59,1047,0
335991,8,59,1048,1
335991,8,56,1049,0
335991,8,59,1050,1
335991,8,60,1051,0
335991,8,61,1052,1
335991,8,59,1053,4
335991,8,59,1054,0
335991,8,61,1055,0
335991,1,62,1056,1
335991,1,2,1057,4
335991,1,2,1058,0
335991,1,2,1059,1
335991,1,62,1060,0
335991,1,62,1061,0
335991,1,2,1062,0
335991,1,2,1063,0
335991,1,62,1064,0
335991,1,62,1065,2
335991,1,62,1066,0
335991,1,62,1067,4
335991,1,3,1068,0
335991,1,1,1069,0
335991,1,1,1070,0
335991,1,62,1071,0
335991,1,62,1072,0
335991,1,62,1073,1
335991,1,62,1074,0
335991,1,62,1075,0
335991,1,62,1076,1
335991,1,1,1077,1
335991,1,62,1078,0
335991,1,62,1079,1
335991,1,62,1080,0
335991,1,62,1081,0
335991,1,4,1082,0
335991,1,4,1083,1
335991,1,1,1084,0
335991,1,1,1085,1
335991,1,1,1086,1
335991,1,4,1087,0
335991,1,4,1088,0
335991,1,4,1089,0
335991,1,4,1090,1
335991,1,1,1091,1
335991,1,1,1092,0
335991,1,1,1093,0
335991,1,1,1094,0
335991,1,1,1095,0
335991,1,1,1096,0
335991,1,1,1097,1
335991,1,4,1098,1
335991,1,4,1099,0
335991,1,4,1100,1
335991,1,1,1101,0
335991,1,1,1102,0
335991,1,1,1103,0
335991,1,1,1104,0
335991,1,4,1105,0
335991,1,4,1106,0
335991,1,4,1107,0
335991,1,4,1108,0
335991,1,4,1109,0
335991,1,4,1110,0
335991,1,4,1111,0
335991,1,1,1112,2
335991,1,1,1113,0
335991,1,1,1114,0
335991,1,1,1115,0
335991,1,1,1116,0
335991,1,1,1117,0
335991,1,1,1118,0
335991,1,4,1119,0
335991,1,4,1120,0
335991,1,4,1121,6
335991,1,4,1122,0
335991,1,4,1123,1
335991,1,1,1124,4
335991,1,4,1125,0
335991,1,4,1126,0
335991,1,4,1127,1
335991,1,1,1128,0
335991,1,1,1129,0
335991,1,1,1130,1
335991,1,4,1131,1
335991,1,1,1132,0
335991,1,1,1133,1
335991,1,1,1134,0
335991,1,1,1135,0
335991,1,1,1136,0
335991,1,1,1137,1
335991,1,4,1138,0
335991,1,4,1139,0
335991,1,4,1140,1
335991,1,1,1141,0
335991,1,4,1142,1
335991,1,5,1143,0
335991,1,5,1144,0
335991,1,5,1145,1
335991,1,4,1146,1
335991,1,5,1147,6
335991,1,4,1148,1
335991,1,5,1149,0
335991,1,5,1150,1
335991,1,4,1151,1
335991,1,5,1152,0
335991,1,4,1153,0
335991,1,5,1154,0
335991,1,5,1155,1
335991,1,4,1156,1
335991,1,5,1157,0
335991,1,5,1158,0
335991,1,5,1159,4
335991,1,4,1160,0
335991,1,4,1161,1
335991,1,5,1162,0
335991,1,4,1163,1
335991,1,63,1164,1
335991,1,4,1165,0
335991,1,63,1166,1
335991,1,4,1167,1
335991,1,63,1168,0
335991,1,4,1169,0
335991,1,4,1170,6
335991,1,4,1171,4
335991,1,63,1172,1
335991,1,4,1173,0
335991,1,63,1174,0
335991,1,63,1175,1
335991,1,4,1176,0
335991,1,4,1177,6
335992,4,24,1178,0
335992,4,24,1179,0
335992,4,24,1180,0
335992,4,24,1181,0
335992,4,24,1182,1
335992,4,25,1183,0
335992,4,24,1184,4
335992,4,24,1185,0
335992,4,24,1186,0
335992,4,24,1187,0
335992,4,24,1188,1
335992,4,25,1189,0
335992,4,24,1190,4
335992,4,24,1191,0
335992,4,24,1192,0
335992,4,24,1193,6
335992,4,24,1194,0
335992,4,24,1195,0
335992,4,25,1196,4
335992,4,25,1197,0
335992,4,25,1198,0
335992,4,25,1199,0
335992,4,25,1200,4
335992,4,25,1201,0
335992,4,24,1202,0
335992,4,24,1203,0
335992,4,24,1204,4
335992,4,24,1205,6
335992,4,24,1206,0
335992,4,26,1207,4
335992,4,25,1208,1
335992,4,26,1209,6
335992,4,26,1210,4
335992,4,26,1211,4
335992,4,26,1212,0
335992,4,26,1213,1
335992,4,26,1214,1
335992,4,25,1215,1
335992,4,26,1216,0
335992,4,64,1217,0
335992,4,64,1218,1
335992,4,25,1219,2
335992,4,64,1220,0
335992,4,64,1221,1
335992,4,25,1222,3
335992,4,64,1223,0
335992,4,27,1224,4
335992,4,27,1225,0
335992,4,27,1226,0
335992,4,27,1227,1
335992,4,25,1228,0
335992,4,25,1229,1
335992,4,27,1230,1
335992,4,25,1231,0
335992,4,25,1232,0
335992,4,27,1233,0
335992,4,27,1234,4
335992,4,27,1235,4
335992,4,27,1236,1
335992,4,29,1237,0
335992,4,29,1238,0
335992,4,27,1239,1
335992,4,29,1240,1
335992,4,27,1241,0
